Grade,Tensile Strength (MPa),Yield Strength (MPa),Elongation in 50 mm (%),Reduction in Area (%),HV (GPa),"Carbon, C","Chromium, Cr","Iron, Fe","Manganese, Mn","Nickel, Ni","Nitrogen, N","Phosphorus, P","Silicon, Si","Sulfur, S","Molybdenum, Mo","Boron, B","Titanium, Ti",Nb,Ta,"Lead, Pb","Vanadium, V"
1117,467.1,303.4,33.5,63.8,13.2616,0.17,,98.555,1.15,,,0.04,,0.105,,,,,,,
1117,429.5,279.2,32.8,58,11.7128,0.17,,98.555,1.15,,,0.04,,0.105,,,,,,,
1118,521.2,316.5,32,70,14.4232,0.17,,98.255,1.45,,,0.04,,0.105,,,,,,,
1118,477.8,319.2,33.5,65.9,13.8424,0.17,,98.255,1.45,,,0.04,,0.105,,,,,,,
1118,450.2,284.8,34.5,66.8,12.6808,0.17,,98.255,1.45,,,0.04,,0.105,,,,,,,
1015,420.6,313.7,39,61,12.1968,0.155,,99.35,0.45,,,0.04,,0.05,,,,,,,
1015,424,324.1,37,69.6,11.7128,0.155,,99.35,0.45,,,0.04,,0.05,,,,,,,
1015,386.1,284.4,37,69.7,10.7448,0.155,,99.35,0.45,,,0.04,,0.05,,,,,,,
1020,448.2,330.9,36,59,13.8424,0.2,,99.305,0.45,,,0.04,,0.05,,,,,,,
1020,441.3,346.5,35.8,67.9,12.6808,0.2,,99.305,0.45,,,0.04,,0.05,,,,,,,
1020,394.7,294.8,36.5,66,10.7448,0.2,,99.305,0.45,,,0.04,,0.05,,,,,,,
1022,503.3,358.5,35,67,14.4232,0.2,,98.905,0.85,,,0.04,,0.05,,,,,,,
1022,482.6,358.5,34,67.5,13.8424,0.2,,98.905,0.85,,,0.04,,0.05,,,,,,,
1022,429.2,317.2,35,63.6,13.2616,0.2,,98.905,0.85,,,0.04,,0.05,,,,,,,
1030,551.6,344.7,32,57,17.3272,0.305,,98.9,0.75,,,0.04,,0.05,,,,,,,
1030,520.6,344.7,32,60.8,14.4232,0.305,,98.9,0.75,,,0.04,,0.05,,,,,,,
1030,463.7,341.3,31.2,57.9,12.1968,0.305,,98.9,0.75,,,0.04,,0.05,,,,,,,
1040,620.5,413.7,25,50,19.4568,0.405,,98.8,0.75,,,0.04,,0.05,,,,,,,
1040,589.5,374,28,54.9,16.456,0.405,,98.8,0.75,,,0.04,,0.05,,,,,,,
1040,518.8,353.4,30.2,57.2,14.4232,0.405,,98.8,0.75,,,0.04,,0.05,,,,,,,
201,758,379,,,17.272758,0.15,16,67.51,5.5,3.5,0.25,0.06,1,0.03,,,,,,,
201L,785,396,,,18.657762,0.03,16,72,5.5,3.5,0.25,,0.75,,,,,,,,
301,405,340,,,12.425244,0.14,,99.11,0.3,,,0.04,,0.05,,,,,,,
302,440,370,,,13.579414,0.14,,98.81,0.6,,,0.04,,0.05,,,,,,,
304H,520,205,,,17.96526,0.04,18,66.08,2,8,,0.04,0.75,0.03,,,,,,,
304L,564,210,,,16.118588,0.03,18,64.9,2,8,,0.045,1,0.03,,,,,,,
305,585,260,,,7.57773,0.12,18,67,2,12,,0.045,1,0.03,,,,,,,
308,585,240,,,15.65692,0.08,20,66,2,11,,0.045,1,0.03,,,,,,,
309,620,310,,,16.81109,0.2,23,60,2,14,,0.045,1,0.03,,,,,,,
309S,620,310,,,16.81109,0.08,23,59,2,14,,0.045,1,0.03,,,,0.8,,,
310,620,310,,,16.81109,0.25,24,48.18,2,19,,0.045,1.5,0.03,,,,,,,
312,759,379,,,17.96526,0.03,22,57,5,12,0.3,0.02,0.5,0.015,2.3,,,0.2,,,0.2
314,689,345,,,16.81109,0.25,23,46.68,2,19,,0.045,1.5,0.03,,,,,,,
316,580,290,,,15.426086,0.08,16,61.8,2,10,,0.045,1,0.03,2,,,,,,
316L,560,290,,,15.426086,0.03,16,61.9,2,10,,0.045,1,0.03,2,,,,,,
316N,620,330,,,16.81109,0.08,16,61.69,2,10,0.1,0.045,1,0.03,2,,,,,,
317,620,275,,,16.81109,0.08,18,57.85,2,11,,0.045,1,0.03,3,,,,,,
317L,595,260,,,16.81109,0.03,18,57.9,2,11,,0.045,1,0.03,3,,,,,,
320,1724,1517,,,29.26014,0.41,0.8,96,0.7,1.9,,0.018,0.23,0.02,0.25,,,,,,
321,620,240,,,15.65692,0.08,17,65.45,2,9,,0.045,1,0.03,,,0.4,,,,
321H,515,205,,,19.11943,0.07,18,68.08,2,10.5,,,1,,,,0.35,,,,
329,725,550,,,19.350264,0.1,28,63,2,4.5,,0.04,1,0.03,1.5,,,,,,
331,440,370,,,13.579414,0.14,,98.81,0.6,,,0.04,,0.05,,,,,,,
333,405,340,,,12.425244,0.14,,99.11,0.3,,,0.04,,0.05,,,,,,,
334,572.4,241.4,,,16.118588,0.03,19,60,1,19,,0.02,0.75,0.015,,,0.4,,,,
336,759,379,,,17.96526,0.03,22,57,5,12,0.3,0.02,0.5,0.015,2.3,,,0.2,,,0.2
343,1470,961,,,28.05734,0.15,11.5,84.3,1,,,0.04,1,0.03,,,,,,,
346,440,370,,,13.579414,0.14,,98.81,0.6,,,0.04,,0.05,,,,,,,
350,733,415,,,19.11943,0.13,,99.13,0.3,,,0.04,,0.05,,,,,,,
355,1170,1070,,,24.44894,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
366,586,310,,,15.65692,0.03,20,40,1,35,,0.02,0.5,0.015,,,,0.24,,,
370,1595,1460,,,23.043608,0.38,0.8,96.785,0.75,,,0.035,0.15,0.04,0.15,,,,,,
384,515,240,,,13.34858,0.08,16,63,2,18,,0.045,1,0.03,,,,,,,
400,280,165,,,6.885228,0.009,10,47.1,0.035,0.23,0.012,0.01,0.05,0.001,0.027,,0.005,0.15,0.5,,0.15
403,485,310,,,15.65692,0.15,12.3,86,1,,,0.04,0.5,0.03,,,,,,,
405,448,276,,,14.50275,0.08,13,85,1,,,0.04,1,0.03,,,,,,,
406,554,412,,,17.734426,0.025,13,82.76,0.035,,,,0.3,,,,0.4,,,,
410,1525,1225,,,29.26014,0.15,11.5,84.3,1,,,0.04,1,0.03,,,,,,,
414,1795,1013,,,31.06434,0.15,12.5,83,1,1.88,,0.04,1,0.03,,,,,,,
416,741,600,,,14.22514,0.15,13,84,1.25,,,0.06,1,0.15,0.6,,,,,,
420,580,425,,,16.580256,0.17,0.4,95.855,0.45,1.65,,0.035,0.15,0.04,0.2,,,,,,
423,620,275,,,16.81109,0.15,18,70,2,9,,0.045,1,0.03,,,,,,,
425,1380,1170,,,20.504434,0.38,0.8,96.785,0.75,,,0.035,0.15,0.04,0.15,,,,,,
427,1300,916,,,26.85454,0.15,11.5,86,1,0.5,,0.04,1,0.03,,,,,,,
433,286,286,,,15.426086,0.01,20,78,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
434,538,441,,,17.734426,0.12,16,81,1,,,0.04,1,0.03,1,,,,,,
436,538,441,,,17.734426,0.12,14,78,1,,,0.04,1,0.03,0.75,,,,,,
439,450,205,,,17.503592,0.07,18,78.33,1,0.5,,,1,,,,1.1,,,,
440,420,350,,,12.886912,0.12,,99.13,0.6,,,0.04,,0.05,,,,,,,
442,515,275,,,17.96526,0.2,20.5,76.3,1,1,,,1,,,,,,,,
444,415,275,,,19.11943,0.025,18.5,76.475,1,1,,,1,,2,,,,,,
446,550,345,,,16.349422,0.2,23,75,1.5,0.25,,0.04,1,0.03,,,,,,,
453,1340,920,,,28.35804,0.15,11.5,84.3,1,,,0.04,1,0.03,,,,,,,
461,330,285,,,9.88607,0.08,,99.43,0.25,,,0.04,,0.05,,,,,,,
462,330,285,,,9.88607,0.08,,99.43,0.25,,,0.04,,0.05,,,,,,,
