Grade,Tensile Strength (MPa),Yield Strength (MPa),Elongation in 50 mm (%),Reduction in Area (%),HV (GPa),"Carbon, C","Chromium, Cr","Iron, Fe","Manganese, Mn","Nickel, Ni","Nitrogen, N","Phosphorus, P","Silicon, Si","Sulfur, S","Molybdenum, Mo","Boron, B","Titanium, Ti",Nb,Ta,"Lead, Pb","Vanadium, V"
343,1469.8123536005469,962.2734327670012,,,27.96538648024091,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
434,537.9976978789256,441.3042756310689,,,18.41182775788278,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
431,895.6040945091528,759.9350496275869,14.379193853632952,35.78101086940083,26.42636121828315,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
405,448.2094108419116,275.9593652796751,,,14.313663960909357,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
416,740.4666974318054,600.3291046898327,,,14.368552839030164,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
416,740.7133367162353,600.0257706814419,,,14.391816698428228,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
416,739.9319929255296,600.3091076736633,,,13.799542160713713,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
427,1299.9817343849647,915.7393988815575,,,26.109055857887697,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
414,1795.7736105820302,1013.5600514605479,,,30.947410472252752,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
410,1524.6786353403281,1225.3795875019102,,,29.19202945327536,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
410,1525.5929192480369,1224.9435393951621,,,29.176586489364944,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
431,895.0872784601232,759.758638584575,14.547994168829218,34.79623561617913,25.444585040749587,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
431,859.8839255978522,654.8772454736426,18.643496065400168,54.62573931496707,25.363772841809023,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
405,447.7271354223942,276.0906635105747,,,15.12225179688536,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
431,859.7248872317474,655.5887842875816,20.287895766126066,55.19783397882331,24.776554867077685,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
431,860.2046092662926,654.6437738642301,19.359991056510097,54.62765665296658,25.34907775201847,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
414,795.7105168154476,620.45089906793,19.713414048797013,59.47685864503745,22.567349113296878,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
434,538.6810413354317,440.770929852869,,,17.339743780696363,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
416,740.333854291574,600.0151238758082,,,14.314823890332447,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
453,1340.5040390120303,919.4433024788782,,,28.41400553891395,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
431,859.7055579089349,655.3425245131194,20.03542083219121,53.373181173292345,24.710810585562733,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
431,860.6544625172387,654.8302240376767,20.508873131857875,55.3475195465484,24.684959486252854,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
453,1339.4459274163175,920.6774853027106,,,28.600589696560853,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
343,1470.116142750338,960.9347579859043,,,27.89228832389618,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
343,1469.524587975998,959.8586266592871,,,28.408663936673022,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
416,740.9896156368319,600.8145413347879,,,14.506053099032304,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
414,1794.4811452692184,1014.1119343576962,,,31.007156816955884,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
434,538.0902698665509,440.92567020969847,,,17.3551875379968,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
405,448.0798859750564,276.04920357563947,,,14.961219971748777,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
414,894.7314938076934,795.48912874965,14.084208847700184,58.38284837476509,26.125732534182987,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
410,1525.9341113566784,1225.2189771188048,,,29.47404610874406,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
406,553.5840300552966,412.1895158153121,,,18.16745169426479,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
414,1795.0640415694097,1012.1986696840816,,,31.561642964686243,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
431,894.7168132964302,760.052792761945,14.71072287918321,34.608952701613454,26.154544916932156,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
434,538.3110929133346,440.8804868632227,,,17.75664656493803,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
453,1339.3852472597503,920.0305988760064,,,27.95458143199646,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
414,895.2797519587663,795.9296377044882,14.677125827433153,59.15566908224927,26.185979201888284,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
410,1524.5881171408637,1225.78928216421,,,29.05714643404563,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
343,1469.4370679145893,959.9800003351271,,,27.41492416893361,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
427,1301.085697686767,915.2404056158839,,,27.19094115058073,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
434,537.8042809950189,440.9953444482915,,,18.32963689433211,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
434,537.6250454977024,440.3099640665869,,,18.971456848929662,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
431,859.5447197922269,654.8181106157191,19.67029913507245,55.13630983860848,25.43208165477705,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
410,1524.6619450021383,1224.5803447008614,,,28.795698890135963,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
414,1793.9039082399113,1012.8619180208099,,,30.241101454672272,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
434,538.7089270563761,441.28693569972194,,,17.6878725408252,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
414,795.4432095036486,619.4214356935132,20.266837488999194,59.94662893945338,22.623089882217386,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
406,554.1532618474027,412.14295855930675,,,17.332129517836297,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
414,1794.3740852985445,1013.3222863480105,,,30.919583962034622,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
431,895.8238243452472,759.711269701655,14.878311582860052,35.64080461634687,26.412618710494474,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
434,537.8915374665555,440.6097765728304,,,17.7153981619475,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
414,1794.8454439433824,1013.0332323902641,,,31.511883713537735,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
403,484.4348936347522,309.598225528896,,,15.520886967099422,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
431,894.4120216594083,759.948275548366,14.203761321440435,34.736304904414425,25.994520315774814,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
414,894.5966980519407,793.5477487223515,14.93961953695909,57.941098576831536,25.375455555314165,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
416,741.7014379801952,599.8967630375872,,,13.914499622782003,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
403,484.96157713911055,310.58536134192303,,,15.602798600218588,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
405,447.23138872042375,276.0983413462209,,,14.23896932399237,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
343,1470.1733951590406,961.024191721701,,,28.597597808423522,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
414,1795.7330635847686,1012.9204892839832,,,30.888235103759122,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
410,1525.6781380033244,1224.3598327597847,,,29.62804722683764,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
403,485.70525005824425,310.2087672821388,,,15.946490077453902,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
414,794.9308558949789,620.7064486852095,20.13029403539797,59.334571352569526,22.38654543980588,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
427,1300.6817566780194,915.9328923250633,,,27.160951275652355,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
406,554.6932464711812,411.84366265135395,,,17.63544397586684,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
414,895.2315664777758,794.8450484728834,15.228486626578444,58.48256019774766,25.80369430485434,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
406,554.1226167661122,411.19822625322183,,,17.93005448725781,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
427,1300.164512997556,916.4352979807247,,,26.32867801951071,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
414,1795.326035311465,1012.2397052534077,,,31.692478385515713,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
406,553.4196033756305,412.1613719975327,,,17.761647055704817,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
414,794.439054190832,620.182741675656,19.82130988050367,60.002005879160514,22.221067528527186,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
453,1339.9411062356603,919.73880852814,,,28.91739966929437,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
453,1339.3687627384766,919.5853131870251,,,28.407026347938686,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
343,1469.8918390161996,961.682509508581,,,28.25730961142737,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
406,553.6410033839477,411.79506960331196,,,16.933320195001638,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
453,1339.4755798263918,919.5116695908572,,,27.808807751635424,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
403,485.0378019382376,309.0585003773928,,,16.57863919392904,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
431,858.9159095221338,655.5236656788082,20.017868113437014,55.241144115240104,25.128346964566425,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
414,796.3118063155727,620.5336079156913,20.523881132399147,59.925596715717525,22.707677397513546,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
410,1525.4637204995608,1224.8428390240515,,,29.441802343060402,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
434,538.1000344192372,441.2348527566308,,,17.612520782409472,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
414,794.3889350224533,619.5120824979556,19.813547371065752,58.956910117185565,22.830473202136208,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
403,485.62330052608604,310.4456463237459,,,15.452718656903384,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
427,1300.5315163148616,915.8136049978852,,,27.391236054193747,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
416,741.3519646258201,600.1648494323,,,13.621561876643014,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
427,1300.034531237252,916.406234546216,,,26.506423953410632,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
406,553.9410271967796,411.8080854968901,,,16.472820048135983,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
431,895.2857578244299,759.8401503675918,15.501242046200158,35.058234239626884,26.66293594470075,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
406,554.7545174711202,411.6773628869872,,,17.562656982076582,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
427,1299.5626925811137,916.2823088225061,,,26.9654597150924,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
453,1340.929940195495,920.7028210353293,,,29.21474268313003,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
410,1525.0703234222353,1225.1797507556057,,,28.890494485476346,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
403,485.95323462308716,309.11144552357536,,,15.202847365551742,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
453,1340.2982399264986,919.6833179034219,,,28.152193287824506,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
414,1794.6643123788926,1013.196183638581,,,30.5743701970924,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
414,1793.7379213569495,1012.5757095721767,,,30.651565451237634,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
431,895.53855135218,760.1126529572903,15.476569602883464,34.61211451332804,26.177898641027404,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
416,741.7481567000742,599.9463641804224,,,13.446922382991499,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
414,895.5673761524183,794.3331437243922,13.996542761010204,57.3361658310683,25.874429364458425,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
453,1339.510942441737,919.7626462867156,,,28.98292650504475,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
403,484.46089920711114,309.08201071034637,,,17.05355897420441,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
403,485.0844657629183,310.21850319397726,,,16.0407685615425,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
414,795.579470556764,619.1264839239394,19.492230890949212,60.04005767920737,22.502135271467996,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
453,1339.910965119614,919.6156706848619,,,27.075072390873146,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
405,448.83889613660597,275.26850093676126,,,14.371143833791901,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
427,1300.4970713135226,915.2447349630578,,,27.02500412509289,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
406,554.8649942535678,412.40490492694994,,,18.706000761164876,0.025,13.0,82.76,0.035,,,,0.3,,,,0.4,,,,
416,741.1121919317179,600.1198710519241,,,14.02790605632058,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
414,793.8872983996806,620.167398795282,19.729855956287295,60.029706584396685,22.920090634818045,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
434,538.3491703250209,441.7230193437215,,,17.603100375254066,0.12,16.0,81.0,1.0,,,0.04,1.0,0.03,1.0,,,,,,
427,1299.7103194393299,916.0025452100986,,,27.34098602403434,0.15,11.5,86.0,1.0,0.5,,0.04,1.0,0.03,,,,,,,
416,741.235875356851,599.7340833328951,,,14.138895268371911,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
414,893.6039536117103,794.49164932566,15.76192673813514,58.39049762965482,25.56518197617179,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
431,859.8050995152818,655.8397940876262,20.715471811767276,54.3146246682163,25.248491444431867,0.2,16.0,82.0,1.0,1.875,,0.04,1.0,0.03,,,,,,,
414,1795.0997139664125,1013.5652386191434,,,31.46452702751728,0.15,12.5,83.0,1.0,1.88,,0.04,1.0,0.03,,,,,,,
453,1340.1625686335042,920.2627533920863,,,28.285966443232475,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
403,484.5892659207583,309.27379230738495,,,16.130656764553503,0.15,12.3,86.0,1.0,,,0.04,0.5,0.03,,,,,,,
343,1469.4780030603306,961.6056029148209,,,27.364284656427902,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
405,448.72481700666555,276.6788262501553,,,14.335904443602509,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
405,448.2816143882982,276.8929407194146,,,13.953170826630679,0.08,13.0,85.0,1.0,,,0.04,1.0,0.03,,,,,,,
453,1340.546773465421,920.7456073347706,,,28.148046771957457,0.15,11.5,84.3,1.0,,,0.04,1.0,0.03,,,,,,,
416,741.0621755789784,599.5361997341773,,,14.845271228496884,0.15,13.0,84.0,1.25,,,0.06,1.0,0.15,0.6,,,,,,
439,449.8865458712614,205.04021869264884,,,17.978413716193515,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
355,1169.9603450863283,1070.0731350642404,,,25.2925776865249,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
439,450.3015336847392,204.68059194611973,,,17.455238934938333,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
439,449.4685813801973,205.53896433928188,,,17.707547632323617,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201,1549.8354224128948,1480.2891977861084,2.0332714041662436,44.868994225435294,15.692290907052952,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
433,286.693968234605,286.3063570128093,,,14.828202564115871,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201L,784.8031677514128,395.4468125603012,,,18.842612697832674,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
444,414.41962244311503,275.02643359957654,,,18.65992271329838,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
436,538.4234458005238,440.9383033785076,,,17.148850446020443,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
444,415.520061540054,274.3635940257396,,,18.01680226306913,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
440C,860.1960735634992,690.4964655798891,7.162847551458566,20.66928470190807,25.747991020912732,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1274.8031435906555,965.1500346844306,7.825489186852981,46.378543538276396,13.379203245614463,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1969.7479103509495,1900.7775018355835,2.0705500790589935,8.721287416896333,56.04521697538364,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
433,286.009547007099,285.68838738327145,,,15.210165422259399,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
446,549.933571982408,345.73024034043306,,,16.813324252389318,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1549.384960608374,1479.9161126622828,0.5256553216387141,45.06710890523183,15.129638199656261,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,550.4243617619743,345.1891791179587,,,15.652638882240588,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
446,549.3022242035848,345.2335546680046,,,17.041490727509533,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
444,415.5923142704681,274.61354561125927,,,20.078512804676915,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
201L,785.4935810346014,397.02693841333604,,,19.06967185403089,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
433,286.0923924896069,285.4974017172364,,,15.53912672994603,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
440C,1970.3725999806577,1901.3055077241731,3.2387150496042554,10.207038310980334,56.03102347617885,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
433,285.6478066461478,285.52060457935113,,,15.077671663829015,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201,1275.5263161533082,965.3640635237136,7.646702314357256,46.24251503816245,13.99108246588907,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,449.4522817263676,204.8468813907081,,,18.03101047362549,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201,1549.0867027545123,1480.1485471603673,0.712038992610514,45.16062590180514,15.936295110308263,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,550.1483224277791,345.65490446381176,,,16.95935974527416,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
436,537.9520672066697,441.89645656861103,,,17.600704804798397,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
201,1549.477893127559,1480.095662131731,1.445199742102481,46.12819744055315,15.61702967655486,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,550.6066141455462,345.0836322766693,,,16.212866937173565,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1035.3788977900135,760.0246710037405,12.207941665099186,46.066085388589585,11.28564668293683,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1034.754904704199,759.4431213983993,12.282783600013849,45.26319690570764,12.076953366425196,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,860.1621065935286,690.0503035963401,6.453291241921306,19.295202750493928,25.084368110453752,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
439,449.9993033568139,205.39146128092258,,,17.36846516950975,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
446,550.6578922329378,345.2313855799807,,,16.423800541583624,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1550.0440646792429,1481.1297989438162,1.3903788824303018,46.32676114691509,14.992593000526812,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1969.9719753268023,1899.578499534654,1.8051870842935192,10.782996933323439,56.009475072173245,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1035.514427274781,760.2989679688794,11.317533456953585,45.48241315138587,11.269417271391461,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1970.141641563939,1899.3624304412306,1.3695135879179534,9.174282720653824,56.20731650105614,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,860.8891543109813,690.2086863874994,6.625763642617061,18.989034940080504,25.78204363668032,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,859.5749804226368,690.2473487688275,7.1835918748382195,20.130181673330075,25.477234681148143,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1549.9606966643464,1480.5646862571587,1.184812538623045,46.57481688158401,14.851136846358747,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,859.5534173981926,689.9121632585968,6.942450253675101,19.283171448663484,24.659442063107523,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201L,785.5602095832147,396.57969917879257,,,18.68386088667396,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
436,537.8673866644262,441.03017407942104,,,17.985530980799847,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
440C,860.8719699562981,689.6784342452287,6.483854166850918,19.661261550539933,24.41430390011353,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,860.0720181402035,690.1994075104345,6.256382811547491,20.044280421506464,25.228467390746818,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,860.1160207008959,689.929715534697,7.132013042065675,20.504369358248837,25.947367155474712,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,860.2592322327491,690.8692839525305,6.540673428074361,20.451705901473943,25.28367414946081,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
433,286.69311522744135,286.4041394490982,,,15.664442868791244,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201,1550.9262959603293,1480.290341910285,0.41282669338658173,45.153546623463384,14.162036735619274,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
423,620.161325731907,275.4344464365162,,,16.613232930534153,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
440C,1970.728796815437,1900.2991297593887,1.5397418829374647,10.431842747400827,56.04188101594366,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1275.549970796891,965.7019305504201,8.437527754621009,45.263391702403716,14.321109516737813,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
442,515.120335227014,275.0625635452033,,,17.484249627046232,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
201L,784.8577693875853,395.90860488044467,,,18.810307105638984,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
423,619.6218282523986,275.2506039043501,,,16.541011877119967,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
355,1169.8750277234433,1069.8163104974838,,,23.785544855460323,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
201,1274.8285731754543,964.5861460530267,9.086975167177409,45.748933337962896,14.245720162016928,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1275.4719571491305,965.4279732161294,7.310769796646582,45.314076237874254,14.332015198919178,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
423,619.9057517063486,275.7654543194252,,,17.365731283521626,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
433,286.7400954398385,286.0369075443501,,,14.50027082642841,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201,1275.1451972347968,965.2740166279294,7.996784025197347,45.36774485464802,14.4456460723945,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1969.6970970044772,1899.0782898212174,2.3847114085875627,9.634920704850707,56.067490262929894,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
355,1170.529626531193,1069.9672500095753,,,24.275788038102643,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
423,620.82377903358,275.420602429705,,,16.016779955912213,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
436,538.3373265544079,440.8502472781172,,,17.63301534305476,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
442,514.6781976713745,275.3444106931538,,,18.327114692015268,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
201,1035.3916126460035,759.94087569623,12.625674648399736,45.95235929059223,11.39991588713136,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,449.59426844332717,204.85982770887932,,,17.048357625044613,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
