Grade,Tensile Strength (MPa),Yield Strength (MPa),Elongation in 50 mm (%),Reduction in Area (%),HV (GPa),"Carbon, C","Chromium, Cr","Iron, Fe","Manganese, Mn","Nickel, Ni","Nitrogen, N","Phosphorus, P","Silicon, Si","Sulfur, S","Molybdenum, Mo","Boron, B","Titanium, Ti",Nb,Ta,"Lead, Pb","Vanadium, V",YS/TS ratio
201,1274.8918739299747,964.7706220784962,8.554515500599761,45.95873307368952,13.790970681879738,0.3152977234504717,18.06930747288456,71.96502384749206,6.795666014916601,4.333620384606057,0.5965221911233775,-0.4628584254979294,0.18225929707025967,-0.04276982385897346,-0.12299688159713004,0.4041761220555504,-0.21562007271365097,-0.2391237778181514,-0.2074867169325531,0.5023028642897632,0.22642021832690118,1.3371209847496859
442,515.4202139946781,274.40657756580543,0.2535141241960298,0.6659617838960247,18.733728225592937,0.523739439734771,20.56611512912024,75.95110892475948,0.553177046289608,0.8889319263327193,-0.020530092403866655,-0.47494373526625006,1.2039482574316704,-0.11587782905970445,-0.7587177544705102,-0.828263738093424,-0.2881854814734201,-0.7531674170090112,0.48481640016463307,0.41838905695992995,0.1368935268346922,0.1703302087719636
444,414.9514046401862,275.11456002943,0.4138646741008613,-0.07982965304408278,19.780763372516642,-0.08782553614976848,18.09699824269662,76.04026741353411,0.6215784542954186,0.5309209775793906,-0.562942768086804,0.7115348163104926,0.8659925342642003,-0.5764762624509894,2.110638532795664,0.06095724845085175,-0.3558652919190856,-0.4392690170432376,0.2765456682477557,0.2284876203642322,0.8190701202796706,1.4225930170767178
436,537.872026033766,440.4267188568514,1.0421475910448685,0.2635529519195317,18.466617559174406,-0.2711447830358903,14.947773589427843,77.99262957603825,0.7765322571139391,-0.49026068410419665,-1.0022476185797673,0.11660091789535257,1.4713282768839575,0.2681470634725932,0.4575147934915641,-0.29977290080152874,0.19192744053365682,-0.5595246328788409,0.5079121362927672,-0.07791368962817226,-0.009177985330354308,0.5945099097711103
201L,784.4915126394105,395.6891534474319,-0.9192373317603522,-1.0070694180996542,19.180681509953075,-0.12417147919588986,17.02935928204144,71.85057116331554,4.995349272235443,3.7761948785042745,0.2729735617105131,-0.42107406904053685,-0.1371811728184268,1.0838908463338806,-0.20610689946472832,0.5102205398361952,0.4790576788898781,0.03184157797461409,0.8939802748696064,-0.2534961406631437,0.02538757402410881,1.204719555593507
440C,1970.8786761031859,1899.537144706349,2.7385494709119387,10.608720432046624,56.67119589690457,1.021550161053635,17.617889087453168,78.7239221897893,0.8578792525685315,-0.054067905564746076,-0.0777136462523702,0.3616534851729968,1.8186391978898757,0.1738659167180758,0.5466463146416555,0.1724308128811541,-0.1357700105962492,0.012132675157500552,0.862680561642352,-0.7087264567469221,0.5809830101658892,1.3350374561760316
423,619.7581515340479,274.1375087643462,-0.04752838673042582,-0.11590436483723404,16.830031617934175,-0.13802065293039026,17.618331550353034,69.89545184556093,1.627092026357988,8.978153213469218,0.13349766496846452,0.6484817104024243,1.5521608512776033,-0.06327072048218635,-0.692371475002924,0.12573267820613213,0.21861710911570947,-0.22080359959213644,-0.2887643925526906,-0.8398981619031156,0.1033441462836785,0.8113727896097294
436,537.5850260381075,442.3009537921821,1.1293682559825362,-0.184051497944434,17.33457366160161,0.3023053095830788,13.996232597734107,77.65052019776334,0.9071172431306571,-0.1806006590055616,-0.0976599867753697,-0.4871197892424967,1.3127138618227805,0.09034851482308995,0.03150434878115349,-0.8768697699520845,0.2570164584217755,-0.584225544585524,-0.9718314085887187,-1.0240280755994198,0.6732818759032538,0.8837130666853611
201,1549.2741281787996,1479.9661322904929,1.349812152981741,46.08766263435162,15.834300869267624,0.7647491698840446,17.46043418485808,71.71269954067283,6.35853844668268,4.689657383830525,0.51484701923866,-0.27247931817265764,0.7315001384208109,0.2455941089799256,-0.6126070666902671,-0.14134522747727543,0.10319819659821583,-0.11904311574696469,-0.13991543825727734,-0.15393211923328953,0.18586905179981417,1.2511933753884048
436,537.8654388972152,440.60679757475464,-0.3737390488565728,0.704087538709032,17.520930321733776,-0.712860899717574,13.682818050664856,78.3433132618277,1.3098579830287655,-0.7776475197687421,0.9007818003494825,-0.5845984606991486,1.6017532588147165,0.3218049263480507,0.1393233916169243,0.20348687722014042,-0.49179765292678734,-0.5166949192522634,0.17726036884831703,-0.24274390045595612,0.1734308161582225,1.0191376584606702
444,415.1712215376651,274.89434124683544,-0.48162977350930336,-0.2088340066297102,19.507756606399152,-1.2753933342201664,18.18125298058035,76.74102129593992,0.7841095434988902,1.7936608394808204,-0.21559681216591972,0.2513867876863511,1.3522885890191634,0.3644239388717248,1.6318490632573106,-0.10310306406492843,0.8983141457966314,-0.1427033077982268,-0.20709548491252208,-0.3906900374427485,-0.45366525093354043,1.4004754097909506
436,538.548738388001,441.1794663747823,0.2822139692414344,0.21224112928555852,18.2202695190404,0.2993987017238029,14.719129910879966,77.7244911791636,0.2628065980889728,0.8312129607673545,0.26040709264877854,-0.09506838571864376,0.5766545501867841,0.0006097974242950041,0.5655203119927108,-0.3688811948731225,1.04414304942628,0.29397387195260083,-0.4449910437830766,-0.43667820630871973,-0.24039554882260922,0.6975609530026111
201,1550.5940511937274,1479.6087987318826,1.4887709447330402,46.688263847679465,14.41306576208665,0.8019899092801824,16.529800603760858,70.77068769855721,6.6648239209381215,4.565367503569988,0.5397352515292794,0.3061825439895808,2.141631886707711,0.2739963410729731,0.4391340019323907,-0.09611695281068429,-0.2589395343336622,-0.3464538345088745,0.05316852851562959,-0.2343507044532816,0.7447395683992435,0.22205160495541754
442,515.8714466765954,275.0161217362705,-0.18493788370436445,-0.4311372683422754,18.224342042436014,-0.20699789033879235,20.480182809392026,76.91790379850156,0.7114002804165362,0.78825940466419,-0.3215886106561961,-0.8839504527421078,1.5009996254224212,0.7505296617184216,-0.7186638727699022,-0.5284452799611278,-0.5638075583378428,0.32827471508459893,-0.08785125578654254,0.9540468074928697,0.3648503803834398,0.3653205910131252
201,1549.5911224622796,1479.9460134521246,1.2151253601619922,46.56537645192099,14.944821025110226,0.2682408537199503,16.342327786206095,71.36151344412625,7.0626412986486535,4.73973291143528,0.2431436935281563,0.5915435916056313,1.4125036583432762,0.535947184569984,-1.112764876531752,-0.07766848771944818,0.3698275211336204,-0.35816933483263924,-0.12353014121293286,0.7903519461952097,0.06897524431541963,0.7141439651914633
440C,1969.7159006097374,1899.8503072520202,2.8828678392650597,10.402993012853631,56.94702677735386,1.8524377437883606,16.400917292823287,79.0322246548744,0.9078514430095594,-0.08951351260585202,-0.29515883999072445,0.27946216175332694,0.8988369275828507,-0.170267538025522,0.14342432483079914,-0.276794929928003,-0.6676872421338043,-0.3614364038662706,-0.5874004405961084,-0.4923328022962083,0.07363923761191124,0.3037032768901202
436,537.4880765011552,441.0144824039751,0.2951979017484403,-0.004249986022530542,17.3126033611909,-0.21336904834919396,13.529897726142611,77.88340494809795,0.9102802212959492,0.19347372607438296,-0.36963008623479354,0.5760871998024705,1.1616224911017403,-0.37216856146396726,0.3418992264829282,0.5103662937418794,0.6827855571489655,0.31517012935641203,-0.02071674794582243,-0.5475867062054584,0.1773044459329621,0.9015108018156136
355,1169.9310271134068,1070.9124766627638,0.64824434759294,-0.10824560672383245,25.307589452470502,-0.5520641184715319,15.282266656855594,76.37827661329013,0.7615562122896131,4.2572489176640955,0.5901029854011904,-0.46143170644758585,-0.09679008865817873,0.5127753856015234,1.8616147676096944,0.02625790452430861,0.19569380521630783,-0.10711434885915146,-0.5196513313863692,-0.7328226555355208,0.06853742966292374,0.46786126428896135
201,1274.2177492822252,965.2626242132374,8.044894679072586,45.25863476976838,14.23496234510381,0.06429307274816759,17.533025717464994,70.75101808336125,6.443326330616307,4.568191150970216,0.08292297676189295,-0.47710333983135883,1.3720362983555818,0.0023411372539313413,-1.051016169127645,0.4100228195194267,-0.047258436358702305,-0.524105053025872,-0.039975730246081094,-0.5683883054162613,-0.6240446002857524,1.6309559098137572
440C,859.8310121265237,689.913797226026,6.422637171567678,19.908526732723523,25.285982316232705,0.7719562351419197,16.89201586811011,79.42819697800068,0.6261606091722063,-0.2999112968264054,-0.27329486527489694,-0.15359199068642734,1.0709576736608497,-0.26756794177060605,0.2648845059849536,-0.61962488645978,0.009004462604266818,0.06069472654456608,-0.5352800896750586,-0.3741105254819273,-0.33488663267318614,-0.15514532771798006
201,1549.3717421190643,1480.6925071719825,0.6118617390325655,44.75412093139136,14.52740307011278,-0.06053099996666103,17.17831442095063,70.9010361357099,6.876920499713376,3.8516479302987925,-0.18896819416695454,-0.6411204345858064,1.1814629377795527,-0.07525195603584106,0.5215787664543127,-0.09359087130964004,0.31891619126427595,0.9118607101523698,-1.1271532789051866,0.09333282262045342,-0.4562588253107827,1.3988215465870346
436,538.21856529447,441.2279281033618,-0.5545074569106012,-0.10074585454830733,16.83844883289503,0.5040655358117281,13.921024972748961,78.65723838795016,-0.23390741940785875,1.2655318724603992,0.7401916194671945,0.3950293097367908,1.2136411917445282,-0.12302792585191091,0.7211450434072648,-1.1261371283533077,0.6056698674246948,0.30263938712283267,-0.5536887418283035,0.446554886137167,-0.8992092561422358,-0.1282761829926291
436,537.8746951405348,441.21960841148024,0.14116268127333262,0.01697674265445771,18.31969941695189,0.2269893793946391,14.1414710925985,77.89570850736743,0.6067599319905594,0.6326570967113824,0.2468859316881784,0.6649863956280531,1.5366060517283797,0.5755207451571851,0.2844491516809847,0.5096363297770995,-0.469796095389197,-0.39251853192730024,-0.721638319089421,-0.2606175971613117,0.9237633388110738,0.47732780859538154
436,537.6264219285566,440.508210407248,-0.05414436640147773,0.541228343641018,18.24178322927062,-0.27865889875309685,14.010050777398831,78.54217166788084,0.9406208982871959,0.3414882090208546,-0.6032573644424816,-0.7971560324689002,1.3271603102746814,-0.405014142729485,0.2880972803327741,0.4541957633242377,-0.9506770749927336,0.46721301420894734,0.010510893976946045,-0.0014094724067610584,0.47730674627741815,0.9516287838493204
442,515.9309241560671,274.3352761347652,0.5979329433757743,-0.9998300938171036,17.765717558944814,0.1484837618931321,20.72033675005683,76.70239280283882,2.2095482357025946,1.1316763315878542,-0.4487296649521084,0.30210907678282867,0.8886141729187229,-0.041245958784396825,-0.3661893786058192,0.7023201993079616,1.063210872569985,0.6829626219340067,0.17035497057189922,0.21389850437748129,-0.2019466555969256,-0.22674447827278843
355,1170.4134301934575,1070.3123874949558,0.18987714878399545,0.44381081362102576,24.380682764905927,0.24374765261882764,15.518790491135873,76.03860485096217,0.7372479653362093,3.9661874722863955,-0.30380472544409887,-0.4477947492732752,-0.035814420743933546,-0.0999683258881164,2.794109818945422,-1.0619109852129076,0.7099206069163483,0.4809172505227411,-0.41428244568201333,0.21123013082605857,-0.36083299575013655,0.9988732771403295
444,415.22780192309796,274.6918678841442,-0.7034718475126239,0.9430270027161113,19.094276041214037,-0.42108242548085795,18.27293175326082,76.32993250444059,0.3448025648828368,0.1476754586088097,-0.4867189530039272,0.24822718435390714,1.94164187375966,-0.6106282761079515,1.6960713030641377,-1.1509194193978771,0.826044441662125,-0.4713165750472466,1.0731275116915182,-0.7883874730682731,0.28923366344626683,0.8699489365610822
201,1275.0300488038781,964.4056869149409,8.002870675991227,46.60196190046751,14.287320419609209,0.24910052747638212,17.16980709488541,72.25573109614305,6.789549446617739,4.75418057362162,0.7047833812236142,-0.2204111375395475,0.7086943984698785,-0.2627928340906408,0.11860104949392782,-0.03184273906898282,0.029406187462291122,0.4080441512393368,-0.07295736566810998,-0.43735987993293485,0.4247900562285296,0.8892514639415349
201L,784.674452464123,396.6637568311263,1.0596027455764505,1.0138683896884333,18.053254603473455,-0.09480209596553137,16.62937783672906,72.22908475285428,5.573066250396761,3.6441002124862343,0.36625380098881344,0.07826651946892066,0.5212210304238725,0.34106609087899964,0.11939248829556774,-0.24683135583909135,-0.2705013907870615,-0.3394825431354978,-0.1589577997180253,0.2797953721900341,0.6598479293659528,0.42339594599857827
444,414.6125626098854,275.56067816511825,0.05487906614525018,-0.06329818489958752,18.423765710824547,-0.45868908416047827,18.33316703986451,76.84502815148086,1.3132374486706715,1.3226392997402978,0.14586575685389738,-0.2500530464152004,1.2682545414784259,0.6836440883375685,2.22320206706611,0.04326634532753882,-0.3782693530554725,-0.5183240348278515,-0.36885316171862115,0.22570693664132038,0.22231921281569525,-0.10022590432297163
433,285.84360022018757,286.53870586172576,-0.09975650406964541,0.8568769203150673,16.495565891824498,0.6321675700335921,21.001038673820666,78.70455661746014,0.5082612480177587,0.09435873228366248,-0.3713295379407744,-0.9678263883222494,0.22430667786153363,0.3027941152231365,0.618111211284506,-0.16847213284542548,-0.790419498197645,0.8912705148405746,-0.08079849340871931,-0.14313513813403303,-0.4269432453807212,1.7767719357242069
444,415.402546582256,275.0907269250086,0.6300096347065255,0.4154934601177913,18.89823678511145,0.2868264714608732,18.35698918443271,76.67403999215195,1.0475285380982757,0.20326042689051604,-0.08729456491769758,-0.41883087628819016,1.239138345200919,0.37187612476023163,2.292829080942696,0.08869405392584391,-0.458692112625892,0.7013514964034798,0.10616935176338314,-0.21605949091150603,-0.11242560694956018,0.5703314803707035
444,415.40717742604977,275.2257449982935,0.36708841313367463,0.5049540528316177,19.110657726565783,-0.03765683922798032,18.523666842856475,76.49984000644797,0.518652718633672,1.6799412991583345,-0.7390176276218205,0.01762886405460295,0.622931834988858,-0.7313726987425352,2.2703004336105668,0.11240563602558595,-0.5391275134528171,-0.4969054406504067,0.5139505255616205,0.1615724847342137,0.4420585519735947,0.719246838902474
355,1169.5175868651029,1070.5902271661246,0.001365611031894456,0.4255197838136551,24.51896326273446,-0.0646270712060141,15.59893988718951,76.08143753346464,0.22272450527063858,3.643247400429126,0.3555484086267395,0.013467201631235982,-0.9669929112375774,0.10132738178918076,2.5270129450374084,0.37600185049389473,0.6984953067504837,0.19623800208287906,0.24070905946019266,0.13420204214180745,0.22694005715162724,0.3271817507215238
440C,860.0070530331379,689.3275802254534,7.185631326849669,21.199660312090288,25.497752465250485,1.3246787633614263,17.037839107472557,79.44254539596521,0.6073334748610295,-0.8419305602783921,0.6979136091989958,-0.19563824086373685,2.2595702402025784,0.12806577757407123,1.5774011222943223,0.5024810973615554,-0.33325144024820647,-0.6507457309947101,-0.34894423934226926,0.6882083257932188,-0.08286615800407181,0.6658281184613608
439,450.4197898130217,205.30773260786066,0.6219403716549009,0.11327755505671676,17.728029348007116,0.33260057476702015,18.145665689986917,78.3978011034062,1.0402535586163768,1.1161479043532472,0.09850586498495552,0.8471758303476631,1.079159117805511,0.5561228004811146,0.17742708453471026,-0.34570727975973414,1.4213152314722275,-0.825702585989989,0.08958425483268914,-0.46527301984429253,0.25199594961876837,1.071777324560923
423,619.7890053194157,275.158586363493,1.0786552052356322,0.2967800271221642,16.856913517403243,0.949138470872741,18.062108853816763,69.83304167960631,2.077691952704634,8.965600676924543,0.15216457024167646,-0.3298097137938605,0.2946206878678067,-0.5815659513030702,-0.15348821585334713,0.1255434384916438,-0.4209274277086693,-0.2395032833054398,0.22841739688753057,0.14024186696366697,0.8317624830786251,0.790273186250867
423,620.1645017999032,274.7710092480691,0.30819413567492177,0.36448904514199776,16.904354325364384,-0.2393747367287595,18.92403390977455,69.74382519327327,1.405143685148123,9.184941821584921,-0.6815420084422669,-0.6612534359054387,1.4975220132528284,0.188868992523601,-0.34035360999319203,0.05287693097800873,-0.468499343750475,-1.0137381658414564,0.6014500227621596,-0.3638237191792102,-0.9259873887399634,0.8258759226284096
436,537.4693933100972,440.0834116281851,0.30781772391776574,-0.19889117982740315,17.423848771887485,0.4512618486641747,14.711651762787394,77.95618095412722,0.22766668658878164,0.5817552030489159,0.7612500595908737,-0.2565732362226015,0.5457533902177103,-0.22571159996408444,0.20790492983925146,-0.13586149108639217,0.620387587371064,0.08972610899405963,0.8754911629352965,-0.030616486655663647,0.2706317959160233,0.7608340128968403
446,549.7690220087112,345.3161878396762,0.17205871912314613,0.29448245526731565,16.58327463314798,0.8783615176388426,23.130422280305453,75.72571833833736,1.2580524962385313,-0.5705332564920751,0.40243008759735055,0.2889071324073621,1.5477249848402526,-0.2424159092117922,-0.16391936934846313,-0.15774018237605747,0.26834082965964245,-0.5328627107877076,0.09682970812087381,0.10982239375045796,0.574418370455481,-0.39137463560271046
433,286.4984613779947,286.4527445770049,-0.16898842967481342,0.018203260152439983,15.165758772213938,-0.20280553355748934,20.336659281481488,77.75567209257544,0.25265025177171707,0.4076894591102059,0.4536622717838405,1.0040446885437653,1.4456308395182544,-0.43735060407437104,0.4983948866350324,-0.39459813367323515,-0.7357371055097564,0.6693710416221191,0.3421318893577934,-0.8281693486937907,-0.18518206503301138,0.5108933563497616
433,285.77235413568684,286.50099221422147,0.536349833372722,-0.6147290341141733,16.09074883742537,-0.09590705858271438,20.555527297471095,78.30274620957022,-0.5708176879705744,0.4687368216585355,0.16325507676574685,0.006842536827044072,-0.12233794577439239,0.10666209105026175,0.5552517238042989,-0.29115746319967006,-0.5144902111547343,1.4640135486535226,0.1810247747575455,-0.27608525461520406,-0.1297860577098938,1.4095618825514364
201,1035.1105279218925,759.4170436264354,12.258833612991626,46.072100889508064,11.0477816298095,0.7743339116163507,16.99383392941232,71.82003198490422,6.328698534188787,4.661676198778439,-0.29351971854160464,-0.29338868724529654,0.9941879516755417,-0.16961594343344838,-0.781249477458678,-0.10474373672766847,0.2978359069000778,-0.28591473914670396,-0.18373338110618773,0.4617116559787073,0.9024645168612613,0.8831566774451509
355,1170.580000259424,1070.5595472228695,0.26810744876226367,-0.025126789460753234,24.198779471686514,0.6107557061404516,15.97066579158175,77.01793267138119,0.6307262750645366,4.955022654090007,0.5650658256606854,-0.5122262653529948,0.574209676849009,0.595373999505792,2.8467453010509427,0.25212932361870743,0.28177241800624114,0.1601781042814203,-0.2510094960165121,-0.37299870328098783,-0.5446268699367247,1.4249635128035683
433,285.73225139074475,285.1498903713392,0.31825605940585816,0.8380179486643413,15.32380048832154,0.2960078791172052,19.73902204145002,78.18993446825397,-0.24505916412475254,0.14227057182578007,0.09287825645269343,0.1358613443370281,0.42360967996394205,0.34941452760204883,0.009065072969772837,0.011388411994004508,0.09841880971184552,0.6486199183712468,-0.352203987439937,0.002905199518200662,0.16198923644782,1.4066682693599808
201,1548.933481172821,1479.8448692704094,0.33543771763401864,44.61242520314626,14.264159956156341,-0.24558362249891671,17.203490179042667,70.56726861661615,6.248838318094222,4.958550915871148,-0.1540741647377255,0.07718842412470882,1.4539429368264118,-0.4158439922268782,0.5068876430280325,0.7965018287792804,0.1422110485296048,-0.4852419981329183,0.12063635809971349,0.2420448615144018,0.38986380707061047,0.8284003955639346
423,620.0009512340077,274.8532339984565,-0.4226842244360748,0.8118183159434915,17.93763544033329,1.6824655663456884,18.223916737510503,70.21561489533941,2.269193925270535,9.200155581017906,0.013765260249394583,-0.08003896842973642,0.6632024712159441,-0.44031498385565027,-0.001917814801389104,-0.5140314306657481,0.21384000641098647,-0.48211947053802084,0.6387851274475934,0.03981116088160862,-0.6470879547477499,-0.20977621351583747
201,1275.318194494925,964.5074970824797,7.607935142180928,45.63229840019121,14.532018258171957,-0.005085111414680349,16.084860711993702,70.42130812924138,6.038262206695051,3.9361056881459575,-0.5318900218072116,0.7852133725483392,0.2490144617728377,-0.19275306493187894,-0.9655091386875542,0.4759909412616032,0.17511221212384237,0.06564049263027001,-0.09686313386404934,0.45424982522996704,0.23062371501533874,0.7862756265579648
201,1274.7665179113012,965.4553220794007,7.599865982834525,46.43879987231937,14.164363981502417,0.7897585908974164,16.071931451605607,71.19041643904143,6.919085503041681,4.163360043834387,-0.8466939357559446,-0.16433543517982238,1.1256635865852183,0.2341820012846108,-0.4818309128199692,0.4437739202300529,0.46956554846215903,0.6844085262688818,0.6127030113990795,-0.5254740373589468,-0.3652673762512219,0.7605998496960751
440C,860.0417447062737,690.4836243662899,7.117957315742132,19.055635623651327,24.9300606212691,1.2308726826788692,17.248624002154756,79.17089551687651,0.8359167715497187,-0.4889694422418577,0.1911955886853795,0.36958735393962305,-0.00046707888595576286,-0.3734513581855625,0.5855959849485397,-0.42039093059834404,-0.17508173924461432,0.18349955258344952,-0.02576228453847381,0.21568593452950996,0.6452925317508709,0.3873523903670539
436,538.5496647070338,441.37289553059503,-0.3445501634786037,-0.26750322519717884,18.040503284753765,-0.2519508054252854,13.226166423981065,77.95221054908544,1.7743569416657823,-0.19902728585080093,-0.5869024953822396,0.4333608378642179,1.0414473649538514,-0.15817913522198115,0.4884227958720392,-0.2394953214761617,0.3417401411819208,-0.7425347783707233,0.32368970067463715,-0.18468752181559328,-0.4325330210559914,1.6552924836605463
201,1034.8866920387609,760.555201206587,11.787111793124005,45.401846244759625,10.235384929698661,0.31111669783610396,16.61800406104299,70.45886610866077,6.548872932696359,4.852110031593941,0.6202508174810468,-0.5569014921192434,1.3423236178902065,0.22418594849927515,0.35449262765049544,-0.21298168467559078,-0.14779668168642626,-0.7984596316989931,-0.2287590767049407,-0.45802809025164654,0.3630162852970084,1.1510149259541462
446,549.7691340539292,344.98528548118713,0.5485787043077338,0.5123982402493612,16.667902699754883,0.18108367921427804,23.113587755754732,75.3320006650346,1.030102411998421,0.17736307533152829,0.8325705822615086,-0.5524984447236483,1.2432561385856875,0.7639649555690314,0.2004700222083142,0.26663630534153815,-0.18344926524892965,-0.06289422206606154,0.0023525579165589476,0.4622699383994466,0.028394247138736835,0.36167480785583306
201,1274.565697605952,964.7944850233634,7.7657136961103275,45.46805679779868,13.944627960507294,1.532513619570052,17.53541544474246,72.09387735929569,6.3331885996289055,4.327839835039281,-0.4880748143207292,-0.49081626799930217,2.3038653902525477,-0.2107777848808008,0.10302631594689117,0.5738293051274576,-0.46974144781899474,0.15351024634671126,0.9250329939104116,0.11936082151257689,0.41371560287729586,1.3087474692693937
444,413.8159185917074,274.2723810808067,-0.24122127223805945,0.2161456590114029,19.079767027209837,-0.23848781619192036,18.82678474318698,77.37372982158124,1.735571456421845,1.7555975155355479,-0.15227313250645258,-0.4127335192888495,1.147771403035072,0.004427016484427432,1.623708060395474,-0.36089304449046294,-0.22966433824506352,-0.2678326847099373,-0.015195880607250046,0.06498065475498142,0.976759681196704,0.9672109533969544
201,1274.7710557954804,964.116871706043,8.68807351112528,47.184980129606735,13.374024896793133,-0.19311493993797926,16.50408475033261,71.25546186680147,6.091407411963141,4.719989824389974,0.30946943977936214,-0.09051664968920992,0.6493995911486671,0.1985227205335391,0.16917646526158525,0.541700354598374,0.1980857956767339,-0.07846943963648725,0.09779949342323388,-0.5853255458555608,-0.5697277020541864,1.403878931635739
440C,860.3468996429231,690.2034658070479,6.853965578732212,19.790691821439008,25.037204851318354,0.7844480037076287,17.673166936307712,78.83671553057926,0.7692631293300278,-0.10045104432694076,-0.4337579729156471,0.2940754977880469,0.40603137198672135,-0.4213986398964845,0.9194844062972145,0.31159878329781193,-0.2820284940559533,-0.3198315710953337,0.7473079034745406,-0.015759057024497036,-0.0785370462044195,0.5581725300451745
442,514.5218216346885,275.1033662770872,0.41899343772766995,0.7352138407889902,18.417318848345246,0.01913060389035834,19.784052196598424,76.05536417686668,0.03131506555582264,1.8997762821985125,-0.6667677573463514,0.1917918966981764,0.9390178233913873,-0.17432230830134554,-0.21488135450812676,-0.29964909021368213,0.13341149098163835,0.8338659232134413,0.38590400136076153,0.6349293433960834,-0.495872820392795,1.1869448406363365
201,1034.9224610003416,760.1762619369933,11.539346377735935,46.477813661639495,10.467666665519353,-0.18381288160376894,16.894346847881124,71.37889554029101,5.814051062791134,4.466456694473871,-0.08674463888948769,-0.37724074707390387,1.1031569900077771,0.04463655800058872,0.1176893430134935,-0.2861592878365946,0.31099746424552593,0.3695168532887924,-1.1080432860887945,-0.4037281644572686,-0.5876991945506275,0.826008888393061
446,550.5152133300736,343.882680167472,-0.15778488520225548,-0.18131391885080214,16.320780554748197,0.909627781957856,23.31565593251753,74.48256120791996,0.923556101770481,0.4272216222393477,-0.8479212997157286,0.169049216512541,1.2163227908262981,-0.20718709929585533,-0.021575552618414394,0.5261566245996329,1.1422080885295334,-0.07559728864398531,0.9002197723708734,0.3468652128983852,1.1761754092958667,0.8170211214139007
442,515.4038626845829,274.63741569925133,0.7630034244603262,0.02581854913992738,18.10909540083788,0.07571281310042652,20.384225075110045,76.38922684477731,2.2121180062909795,1.337449308346876,-0.3601733516251042,-0.48546002217531226,0.9209813659236233,-0.028836370442065853,-0.648618672826907,-0.5714152626073047,-1.0345233557933087,0.34496399503367225,-1.10437308769901,-0.49388737128599486,0.7501235278586754,0.3643878795541171
446,549.5633644152335,345.47873955649953,0.7612835323617275,-0.3794764590569741,16.684630226462705,0.08150759846998534,22.588026870975977,75.6264961397071,0.8588028638955604,0.832524791747604,-0.3961173536836339,0.20057682857073494,1.524266776512461,0.16744465947271503,0.5437720532071686,0.48628661239320387,-0.5024492542265164,0.07625799364998573,-0.3589358418980868,0.1670250670869874,-0.0940122946874587,1.3232219825294564
201L,785.2466760441214,396.3103457871943,0.05115343756450616,-0.19807984322939476,18.726204771074144,0.7924878047062511,15.82373542055,72.04211049300706,5.01548298832157,3.365289861195189,0.7222236160145571,0.07330258698462568,0.3307248411695379,-0.4209741585339587,0.04425262657501989,-0.7357341271681562,-0.0829588714895593,0.06945367025919198,0.2386839295030936,0.34726886143360475,-0.19908976933128472,0.17633414548576148
201,1550.3323261197052,1479.0693492294238,1.5507099898207548,46.50049956859257,14.877650798988215,0.14382888204442326,17.787711908594773,71.43454895223904,6.569356298976307,4.679660161314241,0.01695764247242615,0.47359627635913343,0.8842053379626647,0.422958766027169,0.253017464401161,-0.4470503070248046,0.37154390547952443,0.027240020090112265,0.7791935766561018,0.7226891734818242,0.5128285048300358,0.05208984888538892
439,449.69053421058567,204.37180138192966,-0.296877332240186,0.08133866708645482,18.445073394109762,0.4721430945013549,17.355817671999663,77.98142225014034,0.7805665522763474,1.1780163403949353,-0.3861185509402788,0.3422461904796454,1.338288085083286,-0.281311894435613,0.006066307485204571,-0.6487226670853767,0.9985285816023325,-1.0399106776576341,0.5612321613203433,0.16001875448509048,0.5832104002541098,0.9288629100085257
433,285.3730611423131,285.5826231481596,0.37322748034864023,-0.33820262260992,15.099504750175422,-0.1989863977675154,19.259345221279002,78.01966559066251,0.7125415208349349,0.11594197870752856,0.13458524488532575,0.5419437543888006,0.01188670540402742,-0.29857491896165617,-0.8699633459019722,-0.14395196332641166,-0.5996613194497461,0.5167669462197251,0.2258457978135321,-0.3862195578785891,-0.4470958811812624,1.3572279253573214
444,415.10277549187606,275.51977561159265,-0.18048387987358225,0.9215804077875664,18.638776239698025,-0.948981010421194,17.893612200217238,77.16088562619292,1.6026292580754817,0.6902100802843403,-0.19536908482642365,-0.4804537339169259,0.965784089731373,-0.5333899515777091,2.442975214523403,0.17475068280347786,0.07154683268960396,-0.15133845565987314,0.13103769480764477,0.0742027895450033,-0.016858957582309524,1.3204865747996943
439,449.17394142565644,205.12902944934015,-0.10492235666470254,0.14565366607495114,17.75842657992795,0.8492099656098664,17.756240720345087,78.87827681996798,0.18658792736249186,0.544721589526439,-0.44517068735679993,-0.08156806349888775,0.6215330138245656,-1.1405178897448696,-0.3942135980672919,-0.1717697829453618,1.2280766487541874,-0.577922614465107,0.08164287615580587,-0.14318954099742714,-0.46548776825304394,0.9519398818910196
442,515.2637225678865,275.2907001936567,-0.22886957526315146,0.4712127698101784,17.90857588760112,0.09326359760290934,19.903930586428558,76.5018657033252,0.7347731342754575,0.5098720177049185,-0.13919503263612482,-0.25856247123020476,-0.08504844513622745,-0.006342808118540344,-0.4638687032311823,-0.05002933018850294,0.20658599204446182,0.6151985861453015,-0.18616076578525673,-0.5362179430345516,-0.509667786822731,0.6507653109605854
